Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items,5156,0,110.0,109.09817591776893,50.99999999947613,394.914875003451,760.0,176.48545646818363,0.0,110,120,130,140,150,160,190,240,360,390,390
POST,/items,1021,0,210.0,210.8849491987614,101.43995799444383,432.34749999828637,60.53379040156709,34.94795404461123,0.0,210,240,260,270,290,300,330,350,430,430,430
GET,/items/1,70,0,56,57.61100124291261,24.39716600201791,135.41750000149477,36.0,2.3960399442926406,0.0,56,66,70,74,81,92,120,140,140,140,140
GET,/items/10,63,0,52,53.955498714155205,22.071249994041864,91.98570899752667,38.0,2.1564359498633765,0.0,52,62,68,70,76,80,90,92,92,92,92
GET,/items/11,59,0,50,54.295368525530094,23.488833001465537,127.50508400495164,38.0,2.0195193816180828,0.0,50,59,71,79,81,97,100,130,130,130,130
GET,/items/12,55,0,60,59.951711363497786,25.578750006388873,109.95254199951887,38.0,1.882602813372789,0.0,60,70,75,77,80,86,88,110,110,110,110
GET,/items/13,65,0,58,58.49653200018041,24.923707998823375,183.8617500034161,38.0,2.2248942339860234,0.0,58,64,70,75,80,85,91,180,180,180,180
GET,/items/14,66,0,57,55.303797302754404,23.132582995458506,131.63545900169993,38.0,2.259123376047347,0.0,57,62,68,71,77,80,82,130,130,130,130
GET,/items/15,67,0,54,53.2472238806641,22.465207999630366,96.45112499856623,38.0,2.2933525181086702,0.0,54,61,66,70,77,80,84,96,96,96,96
GET,/items/16,58,0,52,52.82150862080142,24.674375003087334,99.89000000496162,38.0,1.9852902395567593,0.0,52,64,69,72,78,82,95,100,100,100,100
GET,/items/17,67,0,63,62.44457094042228,21.83554200018989,186.45579199801432,38.0,2.2933525181086702,0.0,63,72,78,79,83,95,110,190,190,190,190
GET,/items/18,68,0,56,56.835468118044766,21.86591699864948,116.88320800021756,38.0,2.3275816601699937,0.0,59,67,75,76,78,85,110,120,120,120,120
GET,/items/19,54,0,56,58.70568431540354,29.877458000555634,150.1816250020056,38.0,1.8483736713114656,0.0,57,66,68,76,82,85,110,150,150,150,150
GET,/items/2,56,0,52,55.209064714290434,26.202458000625484,117.1482499994454,36.0,1.9168319554341124,0.0,54,62,68,73,78,91,93,120,120,120,120
GET,/items/20,62,0,64,61.66846166125916,23.312625002290588,140.91854199796217,38.0,2.122206807802053,0.0,65,71,74,75,83,88,100,140,140,140,140
GET,/items/21,70,0,55,56.220830328779165,23.29437500156928,100.2955000003567,38.0,2.3960399442926406,0.0,61,68,71,73,80,84,100,100,100,100,100
GET,/items/22,62,0,58,56.87167620987654,21.77066700096475,162.2233750022133,38.0,2.122206807802053,0.0,59,67,73,74,81,89,100,160,160,160,160
GET,/items/23,67,0,55,63.45467961233877,23.48366599471774,237.1642919970327,38.0,2.2933525181086702,0.0,55,69,75,77,93,130,160,240,240,240,240
GET,/items/24,63,0,61,63.8196977931315,21.967041997413617,250.87429099949077,38.0,2.1564359498633765,0.0,61,70,77,79,84,90,240,250,250,250,250
GET,/items/25,72,0,53,54.93527786115414,22.284042002866045,104.88749999785796,37.0,2.4644982284152874,0.0,55,64,69,71,76,87,97,100,100,100,100
GET,/items/26,53,0,55,58.82436713205984,21.8069580005249,151.87795899691992,37.0,1.8141445292501421,0.0,55,68,72,76,83,89,110,150,150,150,150
GET,/items/27,66,0,52,62.6550718936249,22.51370899466565,241.10962499980815,38.0,2.259123376047347,0.0,52,64,68,75,83,100,240,240,240,240,240
GET,/items/28,68,0,54,57.67988724983297,22.669915997539647,120.87395900016418,38.0,2.3275816601699937,0.0,54,70,74,77,84,93,120,120,120,120,120
GET,/items/29,72,0,55,56.388758666091434,23.684917003265582,87.63754099345533,38.0,2.4644982284152874,0.0,55,65,69,71,82,84,86,88,88,88,88
GET,/items/3,56,0,63,64.22251628581373,21.21116700436687,189.05158300185576,35.0,1.9168319554341124,0.0,64,68,75,79,88,120,130,190,190,190,190
GET,/items/30,63,0,57,55.56728904752711,23.664541993639432,89.98720800445881,38.0,2.1564359498633765,0.0,57,69,72,74,77,81,90,90,90,90,90
GET,/items/31,65,0,51,55.50426547673011,23.996124997211155,123.97866699757287,38.0,2.2248942339860234,0.0,51,63,71,74,89,93,120,120,120,120,120
GET,/items/32,59,0,59,63.49362503373167,23.999999997613486,270.5412920040544,38.0,2.0195193816180828,0.0,59,66,75,76,90,140,200,270,270,270,270
GET,/items/33,75,0,58,57.09678057309551,22.724124995875172,110.7157919977908,38.0,2.5671856545992577,0.0,58,68,71,75,80,86,98,110,110,110,110
GET,/items/34,49,0,68,65.03703475576987,25.137917000392918,130.2673749960377,38.0,1.6772279610048484,0.0,68,77,81,82,100,110,130,130,130,130,130
GET,/items/35,68,0,54,55.41602142682891,27.734542003599927,93.72145900124451,38.0,2.3275816601699937,0.0,54,63,72,75,80,82,86,94,94,94,94
GET,/items/36,53,0,58,58.261306509968634,24.38708300178405,248.74158299644478,38.0,1.8141445292501421,0.0,58,65,68,74,77,83,110,250,250,250,250
GET,/items/37,62,0,54,54.037037693506726,23.008999996818602,85.21641699917382,38.0,2.122206807802053,0.0,55,62,70,74,79,81,82,85,85,85,85
GET,/items/38,58,0,49,51.40770398253969,21.894666999287438,96.70725000614766,38.0,1.9852902395567593,0.0,50,62,65,71,77,81,82,97,97,97,97
GET,/items/39,75,0,53,53.95422164011203,21.04249999683816,107.1386249968782,38.0,2.5671856545992577,0.0,53,59,70,76,80,81,110,110,110,110,110
GET,/items/4,66,0,49,54.536671772714755,24.63937499851454,103.43720899982145,36.0,2.259123376047347,0.0,49,66,70,75,80,85,88,100,100,100,100
GET,/items/40,72,0,57,61.12731886130658,21.60620899667265,272.25358299619984,37.0,2.4644982284152874,0.0,59,72,74,77,83,100,130,270,270,270,270
GET,/items/41,70,0,58,56.773042285099756,24.84520799771417,100.58612500142772,38.0,2.3960399442926406,0.0,61,70,72,74,81,84,88,100,100,100,100
GET,/items/42,61,0,55,54.514039655528066,22.25575000193203,84.41970800049603,38.0,2.0879776657407296,0.0,55,71,73,74,80,81,82,84,84,84,84
GET,/items/43,63,0,59,55.566959698533914,23.50708399899304,131.0302909987513,37.0,2.1564359498633765,0.0,59,64,70,75,80,99,110,130,130,130,130
GET,/items/44,52,0,59,62.567247596094745,21.55245800531702,227.77250000217464,38.0,1.7799153871888187,0.0,60,73,75,79,87,120,130,230,230,230,230
GET,/items/45,62,0,55,56.6216096283883,22.49570900312392,158.97375000349712,37.0,2.122206807802053,0.0,56,65,73,77,80,83,120,160,160,160,160
GET,/items/46,65,0,62,63.77897503105207,27.356667000276502,268.8800830001128,38.0,2.2248942339860234,0.0,62,69,72,76,83,85,130,270,270,270,270
GET,/items/47,65,0,56,59.49778396875794,25.909290998242795,122.72804100211943,38.0,2.2248942339860234,0.0,56,68,72,77,81,110,120,120,120,120,120
GET,/items/48,44,0,54,59.63880586386949,24.107583005388733,122.26279199967394,37.0,1.5060822506982312,0.0,56,70,75,77,84,100,120,120,120,120,120
GET,/items/49,63,0,51,58.52277585700716,20.27999999700114,248.34350000310224,38.0,2.1564359498633765,0.0,51,59,75,79,83,86,220,250,250,250,250
GET,/items/5,60,0,59,57.92649918269793,25.683499996375758,98.15504099969985,36.0,2.053748523679406,0.0,60,64,73,77,82,93,97,98,98,98,98
GET,/items/50,73,0,59,58.00334761662358,23.691624999628402,140.5512500059558,38.0,2.498727370476611,0.0,59,67,71,73,80,89,110,140,140,140,140
GET,/items/6,63,0,57,59.79948550775011,25.052874996617902,155.168124998454,36.0,2.1564359498633765,0.0,57,67,76,79,81,95,150,160,160,160,160
GET,/items/7,65,0,54,56.07457495408688,25.40075000433717,193.49433299794327,36.0,2.2248942339860234,0.0,54,63,68,72,77,88,110,190,190,190,190
GET,/items/8,66,0,51,57.49814336355264,23.54833300341852,243.35191699356074,36.0,2.259123376047347,0.0,52,63,73,77,82,88,150,240,240,240,240
GET,/items/9,52,0,55,58.264565730216695,22.8602499992121,182.11487499502255,36.0,1.7799153871888187,0.0,55,69,74,77,82,85,120,180,180,180,180
,Aggregated,9325,0,88,102.93708373971701,20.27999999700114,432.34749999828637,439.51302949061665,319.18674972184107,0.0,88,120,130,140,160,230,280,300,370,430,430
