Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items/35,31,0,51,52.25682119376987,26.45400000619702,82.65950000350131,37.0,0.2590109513129685,0.0,51,64,69,70,73,73,83,83,83,83,83
GET,/items/36,25,0,56,55.70604672015179,23.12062500277534,81.94724999339087,38.0,0.20887979944594232,0.0,56,60,66,71,79,81,82,82,82,82,82
GET,/items/37,34,0,44,50.36992038196117,23.490792002121452,83.77679200202692,38.0,0.2840765272464815,0.0,50,61,65,69,74,83,84,84,84,84,84
GET,/items/38,30,0,55,54.8504332669836,28.84266700129956,81.15329199790722,38.0,0.2506557593351308,0.0,59,65,68,71,81,81,81,81,81,81,81
GET,/items/39,48,0,52,53.42309212392138,24.029624997638166,86.42862499982584,37.0,0.40104921493620926,0.0,53,57,68,69,77,81,86,86,86,86,86
GET,/items/4,39,0,44,51.491583333513404,25.093333002587315,83.63904200086836,36.0,0.32585248713567,0.0,44,60,67,68,81,83,84,84,84,84,84
GET,/items/40,42,0,53,53.873061476874035,25.941457999579143,84.02404099615524,38.0,0.3509180630691831,0.0,53,63,72,75,80,82,84,84,84,84,84
GET,/items/41,35,0,52,52.80017014281059,25.679582999146078,79.3030419954448,38.0,0.29243171922431926,0.0,52,66,68,75,75,79,79,79,79,79,79
GET,/items/42,35,0,57,56.009654715100105,24.595916001999285,93.60145900427597,38.0,0.29243171922431926,0.0,57,71,73,76,83,85,94,94,94,94,94
GET,/items/43,28,0,54,54.75334524999198,22.95712499471847,80.22245800384553,38.0,0.2339453753794554,0.0,56,61,67,69,76,76,80,80,80,80,80
GET,/items/44,44,0,56,55.40862318263283,22.853457994642667,88.15125000546686,37.0,0.3676284470248585,0.0,58,64,72,74,79,82,88,88,88,88,88
GET,/items/45,23,0,57,54.995802651556794,28.544792003231123,81.82687500084285,38.0,0.19216941549026692,0.0,57,63,67,70,77,79,82,82,82,82,82
GET,/items/46,40,0,56,56.743776024995896,23.949333000928164,160.9023339988198,38.0,0.3342076791135077,0.0,56,68,69,71,79,81,160,160,160,160,160
GET,/items/47,33,0,63,58.27713499963989,25.76683300139848,82.8274999948917,38.0,0.27572133526864384,0.0,63,68,69,71,75,80,83,83,83,83,83
GET,/items/48,39,0,49,51.28734287222286,26.14137500495417,82.56366699788487,38.0,0.32585248713567,0.0,49,60,67,70,74,77,83,83,83,83,83
GET,/items/49,48,0,56,55.094632040891156,28.075166999769863,84.32312500372063,38.0,0.40104921493620926,0.0,56,63,65,67,73,77,84,84,84,84,84
GET,/items/5,32,0,51,50.371225313028845,25.28366700425977,78.44575000490295,36.0,0.26736614329080616,0.0,52,58,61,62,73,78,78,78,78,78,78
GET,/items/50,36,0,62,56.856837972089934,23.056165999150835,85.4522090012324,37.0,0.30078691120215695,0.0,63,71,74,75,79,82,85,85,85,85,85
GET,/items/6,22,0,64,57.942486727948896,24.9591669999063,79.27366699732374,36.0,0.18381422351242924,0.0,66,70,73,73,76,76,79,79,79,79,79
GET,/items/7,36,0,59,59.78911105517505,25.992583003244363,85.99133399548009,35.0,0.30078691120215695,0.0,62,70,72,72,81,85,86,86,86,86,86
GET,/items/8,32,0,50,53.83794528120234,22.091875005571637,79.47791700280504,36.0,0.26736614329080616,0.0,51,71,75,75,76,79,79,79,79,79,79
GET,/items/9,39,0,54,53.698179486673325,24.87216699955752,84.83374999923399,36.0,0.32585248713567,0.0,54,65,70,71,77,78,85,85,85,85,85
,Aggregated,5126,0,84,98.73369494590104,22.091875005571637,310.90499999845633,438.247171283652,42.82871407839601,0.0,84,110,130,140,150,210,270,280,300,310,310
