Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/items/40,30,0,53,54.984451466346705,23.76683400507318,80.15183299721684,38.0,0.6096887817657017,0.0,53,65,74,75,78,79,80,80,80,80,80
GET,/items/41,31,0,59,57.695237871338314,25.41079199727392,114.00391600182047,37.0,0.6300117411578918,0.0,59,68,72,73,80,89,110,110,110,110,110
GET,/items/42,24,0,55,54.43416487560171,24.788832997728605,82.37245800410165,38.0,0.48775102541256143,0.0,56,64,74,77,78,79,82,82,82,82,82
GET,/items/43,31,0,56,54.47542490324967,23.60733399837045,89.66629199858289,38.0,0.6300117411578918,0.0,56,69,75,77,80,81,90,90,90,90,90
GET,/items/44,24,0,62,59.35684725136525,28.283583997108508,81.83254199684598,38.0,0.48775102541256143,0.0,63,69,76,76,79,81,82,82,82,82,82
GET,/items/45,33,0,61,61.873463423222404,28.712250001262873,96.0092919995077,38.0,0.670657659942272,0.0,61,73,74,79,84,93,96,96,96,96,96
GET,/items/46,23,0,58,58.18343482615487,28.203291003592312,84.06216699950164,37.0,0.46742806602037135,0.0,58,71,77,78,83,83,84,84,84,84,84
GET,/items/47,36,0,54,52.15465727673695,23.139041004469618,84.25658399937674,38.0,0.7316265381188422,0.0,55,57,61,65,73,81,84,84,84,84,84
GET,/items/48,31,0,56,51.05301070885147,23.431999994500075,79.94983399839839,38.0,0.6300117411578918,0.0,56,61,64,64,66,78,80,80,80,80,80
GET,/items/49,24,0,57,57.11726908308871,23.01183300005505,80.8960409995052,38.0,0.48775102541256143,0.0,60,67,72,73,78,80,81,81,81,81,81
GET,/items/5,34,0,59,58.10068005859434,31.456916003662627,84.32899999752408,36.0,0.690980619334462,0.0,59,66,71,73,79,83,84,84,84,84,84
GET,/items/50,31,0,59,58.720564549261205,24.131917001795955,85.20300000236603,37.0,0.6300117411578918,0.0,59,71,76,76,81,83,85,85,85,85,85
GET,/items/6,29,0,63,58.145609241458665,28.762750000169035,85.70604099804768,36.0,0.5893658223735118,0.0,63,73,74,75,80,80,86,86,86,86,86
GET,/items/7,25,0,55,53.797841600026004,25.540875001752283,86.9310409980244,36.0,0.5080739848047515,0.0,55,59,71,73,78,78,87,87,87,87,87
GET,/items/8,31,0,49,50.02753896757983,24.545916996430606,79.14116699976148,35.0,0.6300117411578918,0.0,49,61,65,65,69,76,79,79,79,79,79
GET,/items/9,26,0,46,48.957748461991564,23.12141600123141,80.86670900229365,36.0,0.5283969441969415,0.0,48,56,62,68,79,79,81,81,81,81,81
,Aggregated,4675,0,87,100.61750967399358,22.150709002744406,321.9227910012705,441.42930481283423,95.00983515848853,0.0,87,110,130,140,150,220,280,290,300,320,320
