Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fast,15,1,5,853.723155532983,1.5013750016805716,2842.5327919976553,56.0,1.0969058547792148,0.07312705698528098,5,470,2200,2300,2800,2800,2800,2800,2800,2800,2800
GET,/health,1,0,5.546250002225861,5.546250002225861,5.546250002225861,5.546250002225861,50.0,0.07312705698528098,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/slow,7,0,2000.0,1849.2331787139326,802.1524590003537,2851.0662499975297,80.0,0.5118893988969668,0.0,2000,2200,2600,2600,2900,2900,2900,2900,2900,2900,2900
POST,/users (POST),8,0,2300.0,2050.8559582513044,307.5912080021226,3342.369124999095,111.0,0.5850164558822478,0.0,2300,3000,3000,3000,3300,3300,3300,3300,3300,3300,3300
,Aggregated,31,1,1700.0,1360.0926935485463,1.5013750016805716,3342.369124999095,75.41935483870968,2.2669387665437104,0.07312705698528098,1700,2200,2300,2600,2900,3000,3300,3300,3300,3300,3300
